id = 97
editor = DM

### Experiment E145M2

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2015
reference = arXiv:1504.02009
inspiretex = Jo:2015ema
reference2 = CLAS data base E145M2

### Scattering Process

frame = Trento

in1energy = 5.75
in1particle = em
in1energyunit = GeV
in1polarizationvector = L
in1polarization = 1

in2particle = p

out1particle = em
out2particle = p
out3particle = gamma


### Observable
# XLU


y1name = XLU
y1namelong = Beam Helicity Independent Cross Section
0.305   2.58    0.45    112.19  0.0015  0.0039  0.001
0.305   2.58    0.45    127.26  0.0012  0.0046  0.0014
0.305   2.58    0.45    142.33  -0.0048 0.005   0.0027
0.305   2.58    0.45    157.4   0.0052  0.0047  0.0037
0.305   2.58    0.45    172.47  -0.0052 0.0066  0.002
0.305   2.58    0.45    187.53  -0.0125 0.0078  0.0016
0.305   2.58    0.45    202.6   -0.011  0.007   0.0021
0.305   2.58    0.45    217.67  0.0029  0.0047  0.0034
0.305   2.58    0.45    232.74  -0.0039 0.0051  0.0025
0.305   2.58    0.45    247.81  -0.0062 0.005   0.0018
0.305   2.58    0.45    262.89  0.0006  0.0048  0.0011
0.305   2.58    0.45    277.97  -0.0023 0.0057  0.0024
0.305   2.58    0.45    293.07  -0.0106 0.0073  0.0039
0.305   2.58    0.45    308.1   -0.0304 0.0098  0.0028
0.305   2.58    0.45    321.82  -0.0252 0.0121  0.0036
0.305   2.58    0.45    334.11  0   0   0
0.305   2.58    0.45    346.51  0   0   0
0.333   2.22    0.16    7.47    -0.0232 0.0363  0.0178
0.333   2.22    0.16    22.42   0.0219  0.0385  0.0084
0.333   2.22    0.16    37.37   0.0937  0.0312  0.0194
0.333   2.22    0.16    52.34   0.0439  0.0302  0.0108
0.333   2.22    0.16    67.32   0   0   0
0.333   2.22    0.16    82.32   0   0   0
0.333   2.22    0.16    97.32   0   0   0
0.333   2.22    0.16    112.34  0   0   0
0.333   2.22    0.16    127.36  0   0   0
0.333   2.22    0.16    142.4   0   0   0
0.333   2.22    0.16    157.43  0   0   0
0.333   2.22    0.16    172.48  0   0   0
0.333   2.22    0.16    187.52  0   0   0
0.333   2.22    0.16    202.57  0   0   0
0.333   2.22    0.16    217.6   0   0   0
0.333   2.22    0.16    232.64  0   0   0
0.333   2.22    0.16    247.66  0   0   0
0.333   2.22    0.16    262.68  0   0   0
0.333   2.22    0.16    277.68  0   0   0
0.333   2.22    0.16    292.68  0   0   0
0.333   2.22    0.16    307.66  -0.0068 0.0425  0.0261
0.333   2.22    0.16    322.63  -0.0423 0.0402  0.0158
0.333   2.22    0.16    337.58  0.0087  0.0245  0.0119
0.333   2.22    0.16    352.53  0.0241  0.0288  0.0079
0.335   2.23    0.2 7.44    -0.0136 0.0219  0.0103
0.335   2.23    0.2 22.35   0.0337  0.0198  0.0083
0.335   2.23    0.2 37.27   0.0455  0.0152  0.0114
0.335   2.23    0.2 52.23   0.0483  0.0148  0.004
0.335   2.23    0.2 67.21   0.0225  0.0149  0.005
0.335   2.23    0.2 82.22   -0.0187 0.0131  0.0138
0.335   2.23    0.2 97.23   -0.034  0.0143  0.0069
0.335   2.23    0.2 112.26  0.0222  0.0139  0.0086
0.335   2.23    0.2 127.3   -0.0021 0.0196  0.0174
0.335   2.23    0.2 142.35  0   0   0
0.335   2.23    0.2 157.41  0   0   0
0.335   2.23    0.2 172.47  0   0   0
0.335   2.23    0.2 187.53  0   0   0
0.335   2.23    0.2 202.59  0   0   0
0.335   2.23    0.2 217.65  0   0   0
0.335   2.23    0.2 232.7   0   0   0
0.335   2.23    0.2 247.74  -0.0289 0.0142  0.0077
0.335   2.23    0.2 262.77  -0.0008 0.0177  0.0072
0.335   2.23    0.2 277.78  0   0   0
0.335   2.23    0.2 292.79  -0.0406 0.017   0.0063
0.335   2.23    0.2 307.77  -0.0481 0.0181  0.0089
0.335   2.23    0.2 322.73  -0.0536 0.0158  0.0064
0.335   2.23    0.2 337.65  -0.0111 0.0153  0.0032
0.335   2.23    0.2 352.56  0.0016  0.019   0.0114
0.335   2.23    0.26    7.41    -0.03   0.0168  0.0074
0.335   2.23    0.26    22.26   0.0192  0.0164  0.0047
0.335   2.23    0.26    37.17   0.0158  0.0125  0.0049
0.335   2.23    0.26    52.13   0.0342  0.0115  0.0037
0.335   2.23    0.26    67.13   0.0081  0.0079  0.0036
0.335   2.23    0.26    82.15   0.0136  0.0134  0.005
0.335   2.23    0.26    97.18   0   0   0
0.335   2.23    0.26    112.23  -0.0337 0.0194  0.0163
0.335   2.23    0.26    127.28  0.0018  0.0161  0.0071
0.335   2.23    0.26    142.34  0   0   0
0.335   2.23    0.26    157.4   0   0   0
0.335   2.23    0.26    172.46  0   0   0
0.335   2.23    0.26    187.54  0   0   0
0.335   2.23    0.26    202.6   0   0   0
0.335   2.23    0.26    217.66  0   0   0
0.335   2.23    0.26    232.72  0   0   0
0.335   2.23    0.26    247.77  -0.0016 0.0205  0.007
0.335   2.23    0.26    262.82  0   0   0
0.335   2.23    0.26    277.85  -0.0074 0.0109  0.0037
0.335   2.23    0.26    292.87  -0.009  0.0147  0.0034
0.335   2.23    0.26    307.87  -0.0319 0.0157  0.0098
0.335   2.23    0.26    322.83  -0.0203 0.0125  0.003
0.335   2.23    0.26    337.74  -0.0009 0.0136  0.0028
0.335   2.23    0.26    352.59  -0.0006 0.0155  0.0088
0.335   2.23    0.34    7.35    0.0037  0.0145  0.0043
0.335   2.23    0.34    22.13   0.0399  0.014   0.0061
0.335   2.23    0.34    37.04   0.0135  0.0093  0.0036
0.335   2.23    0.34    52.02   0.0223  0.008   0.0024
0.335   2.23    0.34    67.04   0.0146  0.0076  0.0037
0.335   2.23    0.34    82.08   0.0339  0.0088  0.0064
0.335   2.23    0.34    97.14   0   0   0
0.335   2.23    0.34    112.2   0   0   0
0.335   2.23    0.34    127.26  0   0   0
0.335   2.23    0.34    142.32  0   0   0
0.335   2.23    0.34    157.39  0   0   0
0.335   2.23    0.34    172.48  0   0   0
0.335   2.23    0.34    187.52  0   0   0
0.335   2.23    0.34    202.61  0   0   0
0.335   2.23    0.34    217.68  0   0   0
0.335   2.23    0.34    232.74  0   0   0
0.335   2.23    0.34    247.8   0   0   0
0.335   2.23    0.34    262.86  0   0   0
0.335   2.23    0.34    277.92  -0.0182 0.0079  0.0039
0.335   2.23    0.34    292.96  0.0006  0.0102  0.0056
0.335   2.23    0.34    307.98  -0.0141 0.0108  0.0038
0.335   2.23    0.34    322.96  0.0005  0.0102  0.0045
0.335   2.23    0.34    337.87  -0.0354 0.0116  0.0033
0.335   2.23    0.34    352.65  -0.0119 0.0123  0.0025
0.335   2.23    0.45    7.4 -0.0081 0.0115  0.0085
0.335   2.23    0.45    21.94   0.0252  0.0098  0.0035
0.335   2.23    0.45    36.86   0.0136  0.0072  0.0036
0.335   2.23    0.45    51.89   0.0081  0.0058  0.0024
0.335   2.23    0.45    66.95   0.0064  0.0041  0.0023
0.335   2.23    0.45    82.02   0.0018  0.0066  0.003
0.335   2.23    0.45    97.1    0.0012  0.0102  0.0114
0.335   2.23    0.45    112.16  0   0   0
0.335   2.23    0.45    127.25  0   0   0
0.335   2.23    0.45    142.32  0   0   0
0.335   2.23    0.45    157.39  0   0   0
0.335   2.23    0.45    172.47  0   0   0
0.335   2.23    0.45    187.53  0   0   0
0.335   2.23    0.45    202.61  0   0   0
0.335   2.23    0.45    217.68  0   0   0
0.335   2.23    0.45    232.75  0   0   0
0.335   2.23    0.45    247.84  0   0   0
0.335   2.23    0.45    262.9   0   0   0
0.335   2.23    0.45    277.98  -0.0127 0.0051  0.002
0.335   2.23    0.45    293.05  -0.0232 0.0066  0.0033
0.335   2.23    0.45    308.11  -0.0052 0.0082  0.002
0.335   2.23    0.45    323.14  -0.0015 0.007   0.0049
0.335   2.23    0.45    338.06  -0.0091 0.0074  0.002
0.335   2.23    0.45    352.6   0.0085  0.0095  0.0025
0.333   2.77    0.16    7.47    0   0   0
0.333   2.77    0.16    22.42   -0.0602 0.0674  0.0332
0.333   2.77    0.16    37.37   -0.0264 0.065   0.0206
0.333   2.77    0.16    52.34   0   0   0
0.333   2.77    0.16    67.33   0   0   0
0.333   2.77    0.16    82.33   0   0   0
0.333   2.77    0.16    97.34   0   0   0
0.333   2.77    0.16    112.36  0   0   0
0.333   2.77    0.16    127.38  0   0   0
0.333   2.77    0.16    142.41  0   0   0
0.333   2.77    0.16    157.45  0   0   0
0.333   2.77    0.16    172.48  0   0   0
0.333   2.77    0.16    187.52  0   0   0
0.333   2.77    0.16    202.55  0   0   0
0.333   2.77    0.16    217.59  0   0   0
0.333   2.77    0.16    232.62  0   0   0
0.333   2.77    0.16    247.64  0   0   0
0.333   2.77    0.16    262.66  0   0   0
0.333   2.77    0.16    277.67  0   0   0
0.333   2.77    0.16    292.67  0   0   0
0.333   2.77    0.16    307.66  0   0   0
0.333   2.77    0.16    322.63  0   0   0
0.333   2.77    0.16    337.58  -0.0609 0.0562  0.0345
0.333   2.77    0.16    352.53  -0.067  0.0464  0.0244
0.335   2.78    0.2 7.5 -0.016  0.0241  0.0074
0.335   2.78    0.2 22.42   -0.0014 0.02    0.0027
0.335   2.78    0.2 37.29   0.0249  0.0183  0.0071
0.335   2.78    0.2 52.22   -0.0165 0.0156  0.0056
0.335   2.78    0.2 67.22   0.003   0.0178  0.0062
0.335   2.78    0.2 82.23   0.0271  0.0185  0.0067
0.335   2.78    0.2 97.25   0.0087  0.0132  0.0047
0.335   2.78    0.2 112.29  0.001   0.0104  0.0036
0.335   2.78    0.2 127.33  0.02    0.0127  0.0064
0.335   2.78    0.2 142.37  0.0186  0.0186  0.0075
0.335   2.78    0.2 157.42  -0.0178 0.0222  0.0136
0.335   2.78    0.2 172.48  -0.0075 0.0202  0.0025
0.335   2.78    0.2 187.52  0.031   0.0309  0.0377
0.335   2.78    0.2 202.58  -0.017  0.0141  0.0055
0.335   2.78    0.2 217.63  -0.0174 0.0155  0.0056
0.335   2.78    0.2 232.67  -0.0259 0.0181  0.0081
0.335   2.78    0.2 247.71  -0.0238 0.0122  0.0063
0.335   2.78    0.2 262.75  -0.015  0.0125  0.0067
0.335   2.78    0.2 277.77  0.0014  0.018   0.0059
0.335   2.78    0.2 292.78  -0.0366 0.0228  0.0095
0.335   2.78    0.2 307.78  -0.0616 0.0209  0.0111
0.335   2.78    0.2 322.71  -0.0326 0.0171  0.0098
0.335   2.78    0.2 337.58  -0.0062 0.0185  0.0042
0.335   2.78    0.2 352.5   -0.0044 0.0238  0.0053
0.335   2.78    0.26    7.6 0.0018  0.0196  0.0053
0.335   2.78    0.26    22.58   0.0079  0.0195  0.0038
0.335   2.78    0.26    37.36   0.0182  0.0136  0.0045
0.335   2.78    0.26    52.11   0.0104  0.0124  0.0035
0.335   2.78    0.26    67.13   0.0381  0.0116  0.0062
0.335   2.78    0.26    82.16   0.0276  0.0132  0.004
0.335   2.78    0.26    97.2    -0.0006 0.0117  0.0014
0.335   2.78    0.26    112.25  0.0113  0.0076  0.0021
0.335   2.78    0.26    127.3   0.0086  0.0062  0.0041
0.335   2.78    0.26    142.36  -0.0019 0.0084  0.0064
0.335   2.78    0.26    157.41  -0.0076 0.0067  0.0018
0.335   2.78    0.26    172.47  0.0097  0.0075  0.0013
0.335   2.78    0.26    187.53  0.0088  0.0082  0.0036
0.335   2.78    0.26    202.59  -0.0058 0.0064  0.0017
0.335   2.78    0.26    217.64  -0.0208 0.0075  0.0027
0.335   2.78    0.26    232.7   0.0042  0.0079  0.0033
0.335   2.78    0.26    247.75  -0.0148 0.0082  0.0035
0.335   2.78    0.26    262.8   -0.0035 0.0094  0.0076
0.335   2.78    0.26    277.84  -0.0091 0.0095  0.0033
0.335   2.78    0.26    292.87  -0.0212 0.0123  0.004
0.335   2.78    0.26    307.89  -0.0495 0.0147  0.0087
0.335   2.78    0.26    322.64  -0.0098 0.0145  0.0039
0.335   2.78    0.26    337.42  -0.0365 0.0161  0.0085
0.335   2.78    0.26    352.4   0.0041  0.0204  0.0092
0.335   2.78    0.34    7.72    -0.0316 0.0263  0.0188
0.335   2.78    0.34    22.73   0.0162  0.0185  0.0134
0.335   2.78    0.34    37.54   0.0302  0.0114  0.0079
0.335   2.78    0.34    51.99   0.0362  0.0101  0.0039
0.335   2.78    0.34    67.04   -0.005  0.0091  0.0013
0.335   2.78    0.34    82.1    0.019   0.0083  0.0043
0.335   2.78    0.34    97.16   0.0052  0.0067  0.0022
0.335   2.78    0.34    112.22  0.0132  0.0061  0.0027
0.335   2.78    0.34    127.28  0.0033  0.0048  0.0016
0.335   2.78    0.34    142.35  0.0047  0.0051  0.0021
0.335   2.78    0.34    157.41  0.0091  0.006   0.0025
0.335   2.78    0.34    172.47  0.0014  0.0055  0.0018
0.335   2.78    0.34    187.53  0.0078  0.0044  0.0028
0.335   2.78    0.34    202.59  0.0001  0.0047  0.0018
0.335   2.78    0.34    217.65  -0.0065 0.0052  0.0012
0.335   2.78    0.34    232.72  -0.0017 0.0059  0.0034
0.335   2.78    0.34    247.78  -0.0137 0.0072  0.0054
0.335   2.78    0.34    262.84  -0.0039 0.0063  0.0016
0.335   2.78    0.34    277.9   -0.0059 0.0075  0.0016
0.335   2.78    0.34    292.96  -0.0155 0.0085  0.0036
0.335   2.78    0.34    308.01  -0.0289 0.0107  0.0055
0.335   2.78    0.34    322.46  -0.0077 0.0121  0.0039
0.335   2.78    0.34    337.27  -0.0097 0.0148  0.0035
0.335   2.78    0.34    352.28  -0.0121 0.0221  0.0103
0.335   2.78    0.45    8.65    0   0   0
0.335   2.78    0.45    23.43   -0.0152 0.017   0.0081
0.335   2.78    0.45    37.7    0.0082  0.0084  0.0041
0.335   2.78    0.45    51.87   0.0149  0.0062  0.0025
0.335   2.78    0.45    66.97   0.0101  0.0061  0.0023
0.335   2.78    0.45    82.05   0.0175  0.0044  0.0015
0.335   2.78    0.45    97.13   0.0053  0.0044  0.0022
0.335   2.78    0.45    112.2   0.0036  0.0039  0.0018
0.335   2.78    0.45    127.27  0.0056  0.004   0.0016
0.335   2.78    0.45    142.34  0.0013  0.0042  0.0024
0.335   2.78    0.45    157.41  -0.0021 0.0041  0.0005
0.335   2.78    0.45    172.48  -0.0014 0.005   0.0014
0.335   2.78    0.45    187.52  -0.0013 0.0062  0.0024
0.335   2.78    0.45    202.59  0.0058  0.0035  0.0022
0.335   2.78    0.45    217.66  -0.0032 0.0028  0.0017
0.335   2.78    0.45    232.73  -0.0099 0.0045  0.0023
0.335   2.78    0.45    247.8   -0.0071 0.0048  0.0023
0.335   2.78    0.45    262.87  -0.005  0.0037  0.0022
0.335   2.78    0.45    277.95  -0.0157 0.004   0.0019
0.335   2.78    0.45    293.03  -0.0221 0.0061  0.004
0.335   2.78    0.45    308.13  -0.0159 0.0075  0.0042
0.335   2.78    0.45    322.3   -0.0315 0.0089  0.0045
0.335   2.78    0.45    336.57  -0.0157 0.0146  0.0065
0.335   2.78    0.45    351.35  0   0   0
0.365   2.35    0.2 7.46    0.0254  0.0151  0.006
0.365   2.35    0.2 22.4    -0.0165 0.0161  0.0085
0.365   2.35    0.2 37.35   -0.0026 0.0125  0.0083
0.365   2.35    0.2 52.31   0.012   0.0128  0.0101
0.365   2.35    0.2 67.29   0.0191  0.0127  0.0061
0.365   2.35    0.2 82.29   0.0074  0.0112  0.0138
0.365   2.35    0.2 97.3    0.0547  0.0263  0.0152
0.365   2.35    0.2 112.32  0.0271  0.0325  0.0087
0.365   2.35    0.2 127.35  0   0   0
0.365   2.35    0.2 142.38  0   0   0
0.365   2.35    0.2 157.43  0   0   0
0.365   2.35    0.2 172.48  0   0   0
0.365   2.35    0.2 187.52  0   0   0
0.365   2.35    0.2 202.57  0   0   0
0.365   2.35    0.2 217.62  0   0   0
0.365   2.35    0.2 232.65  0   0   0
0.365   2.35    0.2 247.68  0   0   0
0.365   2.35    0.2 262.7   -0.0153 0.0271  0.0132
0.365   2.35    0.2 277.71  -0.0549 0.0217  0.0199
0.365   2.35    0.2 292.71  0.0008  0.0268  0.0102
0.365   2.35    0.2 307.69  -0.0186 0.0145  0.0083
0.365   2.35    0.2 322.65  -0.0255 0.0158  0.006
0.365   2.35    0.2 337.6   -0.0111 0.0128  0.0052
0.365   2.35    0.2 352.54  0.0025  0.015   0.0057
0.365   2.35    0.26    7.44    0.0052  0.0119  0.0034
0.365   2.35    0.26    22.32   -0.0043 0.0104  0.0057
0.365   2.35    0.26    37.24   0.0097  0.0095  0.0027
0.365   2.35    0.26    52.2    0.0126  0.0082  0.0025
0.365   2.35    0.26    67.19   -0.0023 0.0088  0.0036
0.365   2.35    0.26    82.2    0.0087  0.0119  0.009
0.365   2.35    0.26    97.22   0.0225  0.0174  0.0081
0.365   2.35    0.26    112.26  0.0339  0.0233  0.0146
0.365   2.35    0.26    127.3   0   0   0
0.365   2.35    0.26    142.35  0   0   0
0.365   2.35    0.26    157.41  0   0   0
0.365   2.35    0.26    172.47  0   0   0
0.365   2.35    0.26    187.53  0   0   0
0.365   2.35    0.26    202.59  0   0   0
0.365   2.35    0.26    217.65  0   0   0
0.365   2.35    0.26    232.7   0   0   0
0.365   2.35    0.26    247.74  0   0   0
0.365   2.35    0.26    262.78  -0.0034 0.0148  0.0066
0.365   2.35    0.26    277.8   -0.0306 0.0133  0.0071
0.365   2.35    0.26    292.81  -0.0179 0.0111  0.0079
0.365   2.35    0.26    307.8   -0.0095 0.0101  0.007
0.365   2.35    0.26    322.76  -0.0082 0.0099  0.0025
0.365   2.35    0.26    337.68  -0.0083 0.0108  0.0025
0.365   2.35    0.26    352.56  -0.015  0.0128  0.0035
0.365   2.35    0.34    7.39    0.0298  0.0112  0.0047
0.365   2.35    0.34    22.22   0.0096  0.0116  0.003
0.365   2.35    0.34    37.12   0.0138  0.0087  0.0028
0.365   2.35    0.34    52.09   0.0183  0.0064  0.0032
0.365   2.35    0.34    67.09   0.0146  0.007   0.0041
0.365   2.35    0.34    82.12   0.0152  0.0116  0.0048
0.365   2.35    0.34    97.17   0.0006  0.0131  0.0079
0.365   2.35    0.34    112.22  0   0   0
0.365   2.35    0.34    127.28  0   0   0
0.365   2.35    0.34    142.33  0   0   0
0.365   2.35    0.34    157.4   0   0   0
0.365   2.35    0.34    172.47  0   0   0
0.365   2.35    0.34    187.53  0   0   0
0.365   2.35    0.34    202.6   0   0   0
0.365   2.35    0.34    217.67  0   0   0
0.365   2.35    0.34    232.72  0   0   0
0.365   2.35    0.34    247.78  0   0   0
0.365   2.35    0.34    262.83  0   0   0
0.365   2.35    0.34    277.88  -0.0147 0.0097  0.0069
0.365   2.35    0.34    292.91  -0.0035 0.0074  0.005
0.365   2.35    0.34    307.91  -0.0134 0.0078  0.0056
0.365   2.35    0.34    322.88  -0.0071 0.0091  0.0041
0.365   2.35    0.34    337.78  -0.0099 0.0081  0.0017
0.365   2.35    0.34    352.61  -0.0145 0.0085  0.0038
0.365   2.35    0.45    7.31    0.0073  0.0081  0.0036
0.365   2.35    0.45    22.05   0.0124  0.0076  0.0014
0.365   2.35    0.45    36.96   0.0193  0.0062  0.0019
0.365   2.35    0.45    51.96   0.0106  0.0047  0.0027
0.365   2.35    0.45    67  0.0061  0.004   0.0027
0.365   2.35    0.45    82.05   0   0   0
0.365   2.35    0.45    97.12   0   0   0
0.365   2.35    0.45    112.2   0   0   0
0.365   2.35    0.45    127.25  0   0   0
0.365   2.35    0.45    142.33  0   0   0
0.365   2.35    0.45    157.4   0   0   0
0.365   2.35    0.45    172.47  0   0   0
0.365   2.35    0.45    187.53  0   0   0
0.365   2.35    0.45    202.6   0   0   0
0.365   2.35    0.45    217.67  0   0   0
0.365   2.35    0.45    232.75  0   0   0
0.365   2.35    0.45    247.8   0   0   0
0.365   2.35    0.45    262.88  0   0   0
0.365   2.35    0.45    277.95  0.0014  0.0063  0.0039
0.365   2.35    0.45    293 -0.0009 0.0045  0.0017
0.365   2.35    0.45    308.04  -0.0199 0.0064  0.0052
0.365   2.35    0.45    323.04  -0.0246 0.0062  0.0062
0.365   2.35    0.45    337.95  -0.0151 0.0066  0.0033
0.365   2.35    0.45    352.69  -0.0108 0.007   0.0015
0.364   2.97    0.2 7.46    -0.0263 0.0181  0.0055
0.364   2.97    0.2 22.4    0.0111  0.0166  0.0069
0.364   2.97    0.2 37.35   0.0132  0.0128  0.0049
0.364   2.97    0.2 52.32   -0.0201 0.0129  0.0081
0.364   2.97    0.2 67.31   -0.0014 0.0145  0.007
0.364   2.97    0.2 82.31   0.012   0.0153  0.0089
0.364   2.97    0.2 97.32   0.0111  0.0151  0.0033
0.364   2.97    0.2 112.34  -0.0026 0.0184  0.0046
0.364   2.97    0.2 127.37  -0.0048 0.0197  0.0245
0.364   2.97    0.2 142.4   0   0   0
0.364   2.97    0.2 157.44  0   0   0
0.364   2.97    0.2 172.48  0   0   0
0.364   2.97    0.2 187.52  0   0   0
0.364   2.97    0.2 202.56  0   0   0
0.364   2.97    0.2 217.6   0   0   0
0.364   2.97    0.2 232.63  0   0   0
0.364   2.97    0.2 247.66  -0.0119 0.0148  0.0052
0.364   2.97    0.2 262.68  -0.0216 0.0168  0.0163
0.364   2.97    0.2 277.69  -0.014  0.0165  0.0072
0.364   2.97    0.2 292.69  -0.0151 0.0159  0.0096
0.364   2.97    0.2 307.68  -0.0064 0.0153  0.0033
0.364   2.97    0.2 322.65  -0.011  0.017   0.0057
0.364   2.97    0.2 337.6   0.0078  0.0164  0.0069
0.364   2.97    0.2 352.54  0.0033  0.0206  0.003
0.365   2.97    0.26    7.44    0.0084  0.0137  0.0054
0.365   2.97    0.26    22.39   -0.0257 0.0128  0.0051
0.365   2.97    0.26    37.23   0.005   0.0116  0.0018
0.365   2.97    0.26    52.19   0.029   0.0093  0.003
0.365   2.97    0.26    67.19   0.0167  0.0116  0.0071
0.365   2.97    0.26    82.21   0.0028  0.0086  0.005
0.365   2.97    0.26    97.24   0.0121  0.0079  0.003
0.365   2.97    0.26    112.28  0.0082  0.0067  0.0042
0.365   2.97    0.26    127.32  0.0088  0.0065  0.0014
0.365   2.97    0.26    142.37  -0.0031 0.0113  0.0088
0.365   2.97    0.26    157.42  0.0145  0.0128  0.0028
0.365   2.97    0.26    172.48  0.0169  0.0174  0.0039
0.365   2.97    0.26    187.52  0   0   0
0.365   2.97    0.26    202.58  -0.0133 0.0098  0.0058
0.365   2.97    0.26    217.63  0   0   0
0.365   2.97    0.26    232.68  -0.0123 0.008   0.0023
0.365   2.97    0.26    247.72  -0.015  0.0065  0.0028
0.365   2.97    0.26    262.76  -0.0061 0.0062  0.0015
0.365   2.97    0.26    277.79  -0.0091 0.0098  0.0076
0.365   2.97    0.26    292.81  -0.0349 0.0119  0.0043
0.365   2.97    0.26    307.81  -0.0212 0.0133  0.0073
0.365   2.97    0.26    322.77  -0.0163 0.0118  0.006
0.365   2.97    0.26    337.61  -0.0064 0.0122  0.0058
0.365   2.97    0.26    352.56  0.0161  0.0143  0.0024
0.365   2.97    0.34    7.48    -0.0142 0.0142  0.0037
0.365   2.97    0.34    22.49   0.0061  0.0118  0.0045
0.365   2.97    0.34    37.22   0.0143  0.0084  0.0016
0.365   2.97    0.34    52.07   0.0013  0.007   0.0015
0.365   2.97    0.34    67.1    0.0029  0.0067  0.0026
0.365   2.97    0.34    82.14   0.0053  0.008   0.0035
0.365   2.97    0.34    97.19   0.0058  0.0062  0.0013
0.365   2.97    0.34    112.24  -0.0028 0.0043  0.0011
0.365   2.97    0.34    127.3   0.0107  0.0042  0.0028
0.365   2.97    0.34    142.35  -0.0018 0.0038  0.001
0.365   2.97    0.34    157.41  0.0024  0.0046  0.0043
0.365   2.97    0.34    172.47  -0.0036 0.0054  0.0024
0.365   2.97    0.34    187.53  -0.0021 0.005   0.0023
0.365   2.97    0.34    202.59  -0.0049 0.0043  0.0034
0.365   2.97    0.34    217.65  -0.0056 0.004   0.0025
0.365   2.97    0.34    232.7   -0.0047 0.0045  0.0017
0.365   2.97    0.34    247.76  0.0102  0.004   0.0032
0.365   2.97    0.34    262.81  -0.0059 0.0049  0.0025
0.365   2.97    0.34    277.86  -0.0022 0.0065  0.0024
0.365   2.97    0.34    292.9   -0.0048 0.007   0.0024
0.365   2.97    0.34    307.93  -0.0121 0.0089  0.0041
0.365   2.97    0.34    322.78  -0.0282 0.0089  0.0052
0.365   2.97    0.34    337.51  -0.0083 0.0104  0.0034
0.365   2.97    0.34    352.52  0.0065  0.0123  0.003
0.365   2.97    0.45    7.76    0.0032  0.0138  0.0054
0.365   2.97    0.45    22.66   -0.0025 0.0105  0.0028
0.365   2.97    0.45    37.33   0.0144  0.0061  0.0029
0.365   2.97    0.45    51.94   0.0133  0.0051  0.0019
0.365   2.97    0.45    67.01   0.0026  0.0044  0.0016
0.365   2.97    0.45    82.08   0.0064  0.0042  0.0017
0.365   2.97    0.45    97.15   0.0043  0.0045  0.0012
0.365   2.97    0.45    112.22  -0.0004 0.0029  0.0018
0.365   2.97    0.45    127.28  -0.0011 0.0035  0.0009
0.365   2.97    0.45    142.33  0   0   0
0.365   2.97    0.45    157.42  0.0104  0.0046  0.0017
0.365   2.97    0.45    172.49  -0.0032 0.0033  0.0018
0.365   2.97    0.45    187.51  -0.0034 0.0032  0.0023
0.365   2.97    0.45    202.58  -0.0012 0.0031  0.0008
0.365   2.97    0.45    217.67  0   0.0027  0.0011
0.365   2.97    0.45    232.72  0.0015  0.0035  0.0025
0.365   2.97    0.45    247.78  0.0045  0.0032  0.0015
0.365   2.97    0.45    262.85  0.0016  0.0033  0.0024
0.365   2.97    0.45    277.92  -0.0076 0.0035  0.0023
0.365   2.97    0.45    292.99  -0.0023 0.0043  0.001
0.365   2.97    0.45    308.06  -0.0343 0.0063  0.0046
0.365   2.97    0.45    322.67  -0.0111 0.0065  0.0031
0.365   2.97    0.45    337.34  -0.0242 0.009   0.0033
0.365   2.97    0.45    352.24  -0.006  0.0137  0.0037
0.393   2.44    0.21    7.48    0   0   0
0.393   2.44    0.21    22.44   0.0218  0.0221  0.0166
0.393   2.44    0.21    37.41   -0.0019 0.0225  0.0151
0.393   2.44    0.21    52.39   -0.0008 0.0273  0.0176
0.393   2.44    0.21    67.38   0   0   0
0.393   2.44    0.21    82.37   0   0   0
0.393   2.44    0.21    97.38   0   0   0
0.393   2.44    0.21    112.39  0   0   0
0.393   2.44    0.21    127.41  0   0   0
0.393   2.44    0.21    142.43  0   0   0
0.393   2.44    0.21    157.45  0   0   0
0.393   2.44    0.21    172.48  0   0   0
0.393   2.44    0.21    187.52  0   0   0
0.393   2.44    0.21    202.55  0   0   0
0.393   2.44    0.21    217.57  0   0   0
0.393   2.44    0.21    232.59  0   0   0
0.393   2.44    0.21    247.61  0   0   0
0.393   2.44    0.21    262.62  0   0   0
0.393   2.44    0.21    277.63  0   0   0
0.393   2.44    0.21    292.62  0   0   0
0.393   2.44    0.21    307.61  0.0054  0.017   0.0018
0.393   2.44    0.21    322.59  -0.0448 0.0212  0.0044
0.393   2.44    0.21    337.56  -0.007  0.0182  0.0043
0.393   2.44    0.21    352.52  -0.0159 0.0265  0.0108
0.4 2.48    0.26    7.46    -0.0219 0.0095  0.006
0.4 2.48    0.26    22.38   0.0174  0.0097  0.0028
0.4 2.48    0.26    37.32   0.018   0.0094  0.0028
0.4 2.48    0.26    52.29   0.0029  0.0086  0.002
0.4 2.48    0.26    67.27   0.0044  0.0093  0.0033
0.4 2.48    0.26    82.27   0   0   0
0.4 2.48    0.26    97.29   0   0   0
0.4 2.48    0.26    112.31  0   0   0
0.4 2.48    0.26    127.35  0   0   0
0.4 2.48    0.26    142.39  0   0   0
0.4 2.48    0.26    157.42  0   0   0
0.4 2.48    0.26    172.47  0   0   0
0.4 2.48    0.26    187.53  0   0   0
0.4 2.48    0.26    202.58  0   0   0
